n_agents,n_waters,layout,arch_label,architecture,broadcast_every_k,hazard_density,n_seeds,success_rate_mean,success_rate_std,mean_t_succ_mean,mean_t_succ_std,p95_t_succ_mean,total_trail_mean,n_hazard_hits_mean,scarcity
5,2,symmetric,peer(K=16),peer,16,0.05,20,0.4,0.0,5.5,0.0,6.0,290.0,19.65,2.5
5,2,symmetric,peer(K=16),peer,16,0.1,20,0.4,0.0,5.5,0.0,6.0,290.0,37.45,2.5
5,2,symmetric,peer(K=2),peer,2,0.0,20,0.4,0.0,5.5,0.0,6.0,219.0,0.0,2.5
5,2,symmetric,peer(K=2),peer,2,0.05,20,0.4,0.0,5.5,0.0,6.0,219.0,20.35,2.5
5,2,symmetric,peer(K=2),peer,2,0.1,20,0.4,0.0,5.5,0.0,6.0,219.0,37.3,2.5
5,2,symmetric,peer(K=4),peer,4,0.0,20,0.4,0.0,5.5,0.0,6.0,219.0,0.0,2.5
5,2,symmetric,peer(K=4),peer,4,0.05,20,0.4,0.0,5.5,0.0,6.0,219.0,20.35,2.5
5,2,symmetric,peer(K=4),peer,4,0.1,20,0.4,0.0,5.5,0.0,6.0,219.0,37.3,2.5
5,2,symmetric,peer(K=8),peer,8,0.0,20,0.4,0.0,5.5,0.0,6.0,290.0,0.0,2.5
5,2,symmetric,peer(K=8),peer,8,0.05,20,0.4,0.0,5.5,0.0,6.0,290.0,19.65,2.5
5,2,symmetric,peer(K=8),peer,8,0.1,20,0.4,0.0,5.5,0.0,6.0,290.0,37.45,2.5
5,2,symmetric,shared,shared,-1,0.0,20,0.4,0.0,5.5,0.0,6.0,152.0,0.0,2.5
5,2,symmetric,shared,shared,-1,0.05,20,0.4,0.0,5.5,0.0,6.0,152.0,28.9,2.5
5,2,symmetric,shared,shared,-1,0.1,20,0.4,0.0,5.5,0.0,6.0,152.0,39.95,2.5
5,3,asymmetric,centralized,centralized,-1,0.0,20,0.6,0.0,4.333333333333333,0.0,5.0,156.0,0.0,1.6666666666666667
5,3,asymmetric,centralized,centralized,-1,0.05,20,0.6,0.0,4.333333333333333,0.0,5.0,156.0,12.9,1.6666666666666667
5,3,asymmetric,centralized,centralized,-1,0.1,20,0.6,0.0,4.333333333333333,0.0,5.0,156.0,25.3,1.6666666666666667
5,3,asymmetric,independent,independent,-1,0.0,20,0.6,0.0,4.333333333333333,0.0,5.0,186.0,0.0,1.6666666666666667
5,3,asymmetric,independent,independent,-1,0.05,20,0.6,0.0,4.333333333333333,0.0,5.0,186.0,12.05,1.6666666666666667
5,3,asymmetric,independent,independent,-1,0.1,20,0.6,0.0,4.333333333333333,0.0,5.0,186.0,25.55,1.6666666666666667
5,3,asymmetric,peer(K=1),peer,1,0.0,20,0.6,0.0,4.333333333333333,0.0,5.0,173.0,0.0,1.6666666666666667
5,3,asymmetric,peer(K=1),peer,1,0.05,20,0.6,0.0,4.333333333333333,0.0,5.0,173.0,12.9,1.6666666666666667
5,3,asymmetric,peer(K=1),peer,1,0.1,20,0.6,0.0,4.333333333333333,0.0,5.0,173.0,24.55,1.6666666666666667
5,3,asymmetric,peer(K=16),peer,16,0.0,20,0.6,0.0,4.333333333333333,0.0,5.0,199.0,0.0,1.6666666666666667
5,3,asymmetric,peer(K=16),peer,16,0.05,20,0.6,0.0,4.333333333333333,0.0,5.0,199.0,12.95,1.6666666666666667
5,3,asymmetric,peer(K=16),peer,16,0.1,20,0.6,0.0,4.333333333333333,0.0,5.0,199.0,26.25,1.6666666666666667
5,3,asymmetric,peer(K=2),peer,2,0.0,20,0.6,0.0,4.333333333333333,0.0,5.0,173.0,0.0,1.6666666666666667
5,3,asymmetric,peer(K=2),peer,2,0.05,20,0.6,0.0,4.333333333333333,0.0,5.0,173.0,12.9,1.6666666666666667
5,3,asymmetric,peer(K=2),peer,2,0.1,20,0.6,0.0,4.333333333333333,0.0,5.0,173.0,24.55,1.6666666666666667
5,3,asymmetric,peer(K=4),peer,4,0.0,20,0.6,0.0,4.333333333333333,0.0,5.0,187.0,0.0,1.6666666666666667
5,3,asymmetric,peer(K=4),peer,4,0.05,20,0.6,0.0,4.333333333333333,0.0,5.0,187.0,12.7,1.6666666666666667
5,3,asymmetric,peer(K=4),peer,4,0.1,20,0.6,0.0,4.333333333333333,0.0,5.0,187.0,26.8,1.6666666666666667
5,3,asymmetric,peer(K=8),peer,8,0.0,20,0.6,0.0,4.333333333333333,0.0,5.0,199.0,0.0,1.6666666666666667
5,3,asymmetric,peer(K=8),peer,8,0.05,20,0.6,0.0,4.333333333333333,0.0,5.0,199.0,12.95,1.6666666666666667
5,3,asymmetric,peer(K=8),peer,8,0.1,20,0.6,0.0,4.333333333333333,0.0,5.0,199.0,26.25,1.6666666666666667
5,3,asymmetric,shared,shared,-1,0.0,20,0.6,0.0,4.333333333333333,0.0,5.0,167.0,0.0,1.6666666666666667
5,3,asymmetric,shared,shared,-1,0.05,20,0.6,0.0,4.333333333333333,0.0,5.0,167.0,13.2,1.6666666666666667
5,3,asymmetric,shared,shared,-1,0.1,20,0.6,0.0,4.333333333333333,0.0,5.0,167.0,25.55,1.6666666666666667
5,3,random,centralized,centralized,-1,0.0,20,0.51,0.1372665482306519,9.341666666666667,6.023704393467781,15.5,112.9,0.0,1.6666666666666667
5,3,random,centralized,centralized,-1,0.05,20,0.51,0.13726654823065193,9.341666666666667,6.023704393467781,15.5,112.9,13.0,1.6666666666666667
5,3,random,centralized,centralized,-1,0.1,20,0.51,0.13726654823065193,9.341666666666667,6.02370439346778,15.5,112.9,25.95,1.6666666666666667
5,3,random,independent,independent,-1,0.0,20,0.54,0.11424811411549585,11.316666666666666,7.133829299039631,20.45,115.0,0.0,1.6666666666666667
5,3,random,independent,independent,-1,0.05,20,0.54,0.11424811411549586,11.316666666666666,7.133829299039631,20.45,115.0,19.7,1.6666666666666667
5,3,random,independent,independent,-1,0.1,20,0.5399999999999999,0.11424811411549586,11.316666666666666,7.133829299039631,20.45,115.0,22.65,1.6666666666666667
5,3,random,peer(K=1),peer,1,0.0,20,0.51,0.13726654823065193,9.508333333333333,6.8292617309247765,16.0,106.25,0.0,1.6666666666666667
5,3,random,peer(K=1),peer,1,0.05,20,0.51,0.13726654823065193,9.508333333333333,6.829261730924777,16.0,106.25,11.7,1.6666666666666667
5,3,random,peer(K=1),peer,1,0.1,20,0.51,0.13726654823065193,9.508333333333333,6.829261730924776,16.0,106.25,25.05,1.6666666666666667
5,3,random,peer(K=16),peer,16,0.0,20,0.5,0.13764944032233703,8.166666666666668,4.30252204020302,12.0,105.7,0.0,1.6666666666666667
5,3,random,peer(K=16),peer,16,0.05,20,0.5,0.13764944032233703,8.166666666666668,4.30252204020302,12.0,105.7,11.8,1.6666666666666667
5,3,random,peer(K=16),peer,16,0.1,20,0.5,0.13764944032233703,8.166666666666668,4.302522040203019,12.0,105.7,39.7,1.6666666666666667
5,3,random,peer(K=2),peer,2,0.0,20,0.5,0.13764944032233703,9.925,6.9063228509560295,16.9,102.95,0.0,1.6666666666666667
5,3,random,peer(K=2),peer,2,0.05,20,0.5,0.13764944032233703,9.925,6.9063228509560295,16.9,102.95,27.6,1.6666666666666667
5,3,random,peer(K=2),peer,2,0.1,20,0.5,0.13764944032233706,9.925,6.9063228509560295,16.9,102.95,25.0,1.6666666666666667
5,3,random,peer(K=4),peer,4,0.0,20,0.53,0.11742858972247992,8.825,3.103231196615734,13.9,98.25,0.0,1.6666666666666667
5,3,random,peer(K=4),peer,4,0.05,20,0.53,0.11742858972247994,8.825,3.103231196615734,13.9,98.25,6.2,1.6666666666666667
5,3,random,peer(K=4),peer,4,0.1,20,0.53,0.11742858972247995,8.825,3.1032311966157344,13.9,98.25,23.35,1.6666666666666667
5,3,random,peer(K=8),peer,8,0.0,20,0.51,0.13726654823065193,8.766666666666667,4.834512862728058,13.4,90.0,0.0,1.6666666666666667
5,3,random,peer(K=8),peer,8,0.05,20,0.51,0.13726654823065193,8.766666666666667,4.834512862728058,13.4,90.0,5.05,1.6666666666666667
5,3,random,peer(K=8),peer,8,0.1,20,0.51,0.13726654823065193,8.766666666666667,4.834512862728058,13.4,90.0,38.05,1.6666666666666667
5,3,random,shared,shared,-1,0.0,20,0.55,0.11002392084403616,10.158333333333333,6.944953782490973,17.55,157.35,0.0,1.6666666666666667
5,3,random,shared,shared,-1,0.05,20,0.55,0.11002392084403616,10.158333333333333,6.944953782490974,17.55,157.35,21.75,1.6666666666666667
5,3,random,shared,shared,-1,0.1,20,0.55,0.11002392084403614,10.158333333333333,6.944953782490973,17.55,157.35,26.1,1.6666666666666667
5,3,symmetric,centralized,centralized,-1,0.0,20,0.6,0.0,9.0,0.0,16.0,173.0,0.0,1.6666666666666667
5,3,symmetric,centralized,centralized,-1,0.05,20,0.6,0.0,9.0,0.0,16.0,173.0,13.9,1.6666666666666667
5,3,symmetric,centralized,centralized,-1,0.1,20,0.6,0.0,9.0,0.0,16.0,173.0,25.4,1.6666666666666667
5,3,symmetric,independent,independent,-1,0.0,20,0.6,0.0,12.333333333333334,0.0,26.0,194.0,0.0,1.6666666666666667
5,3,symmetric,independent,independent,-1,0.05,20,0.6,0.0,12.333333333333334,0.0,26.0,194.0,14.4,1.6666666666666667
5,3,symmetric,independent,independent,-1,0.1,20,0.6,0.0,12.333333333333334,0.0,26.0,194.0,25.9,1.6666666666666667
5,3,symmetric,peer(K=1),peer,1,0.0,20,0.6,0.0,9.0,0.0,16.0,177.0,0.0,1.6666666666666667
5,3,symmetric,peer(K=1),peer,1,0.05,20,0.6,0.0,9.0,0.0,16.0,177.0,13.6,1.6666666666666667
5,3,symmetric,peer(K=1),peer,1,0.1,20,0.6,0.0,9.0,0.0,16.0,177.0,23.6,1.6666666666666667
5,3,symmetric,peer(K=16),peer,16,0.0,20,0.6,0.0,12.333333333333334,0.0,26.0,178.0,0.0,1.6666666666666667
5,3,symmetric,peer(K=16),peer,16,0.05,20,0.6,0.0,12.333333333333334,0.0,26.0,178.0,16.6,1.6666666666666667
5,3,symmetric,peer(K=16),peer,16,0.1,20,0.6,0.0,12.333333333333334,0.0,26.0,178.0,28.0,1.6666666666666667
5,3,symmetric,peer(K=2),peer,2,0.0,20,0.6,0.0,7.333333333333333,0.0,11.0,188.0,0.0,1.6666666666666667
5,3,symmetric,peer(K=2),peer,2,0.05,20,0.6,0.0,7.333333333333333,0.0,11.0,188.0,12.3,1.6666666666666667
5,3,symmetric,peer(K=2),peer,2,0.1,20,0.6,0.0,7.333333333333333,0.0,11.0,188.0,25.25,1.6666666666666667
5,3,symmetric,peer(K=4),peer,4,0.0,20,0.6,0.0,7.333333333333333,0.0,11.0,194.0,0.0,1.6666666666666667
5,3,symmetric,peer(K=4),peer,4,0.05,20,0.6,0.0,7.333333333333333,0.0,11.0,194.0,13.55,1.6666666666666667
5,3,symmetric,peer(K=4),peer,4,0.1,20,0.6,0.0,7.333333333333333,0.0,11.0,194.0,26.9,1.6666666666666667
5,3,symmetric,peer(K=8),peer,8,0.0,20,0.6,0.0,12.333333333333334,0.0,26.0,185.0,0.0,1.6666666666666667
5,3,symmetric,peer(K=8),peer,8,0.05,20,0.6,0.0,12.333333333333334,0.0,26.0,185.0,15.95,1.6666666666666667
5,3,symmetric,peer(K=8),peer,8,0.1,20,0.6,0.0,12.333333333333334,0.0,26.0,185.0,27.15,1.6666666666666667
5,3,symmetric,shared,shared,-1,0.0,20,0.6,0.0,9.0,0.0,16.0,182.0,0.0,1.6666666666666667
5,3,symmetric,shared,shared,-1,0.05,20,0.6,0.0,9.0,0.0,16.0,182.0,14.1,1.6666666666666667
5,3,symmetric,shared,shared,-1,0.1,20,0.6,0.0,9.0,0.0,16.0,182.0,24.85,1.6666666666666667
5,5,asymmetric,centralized,centralized,-1,0.0,20,0.8,0.0,4.25,0.0,5.0,39.0,0.0,1.0
5,5,asymmetric,centralized,centralized,-1,0.05,20,0.8,0.0,4.25,0.0,5.0,39.0,16.05,1.0
5,5,asymmetric,centralized,centralized,-1,0.1,20,0.8,0.0,4.25,0.0,5.0,39.0,17.95,1.0
5,5,asymmetric,independent,independent,-1,0.0,20,1.0,0.0,5.6,0.0,11.0,25.0,0.0,1.0
5,5,asymmetric,independent,independent,-1,0.05,20,1.0,0.0,5.6,0.0,11.0,25.0,1.65,1.0
5,5,asymmetric,independent,independent,-1,0.1,20,1.0,0.0,5.6,0.0,11.0,25.0,2.4,1.0
5,5,asymmetric,peer(K=1),peer,1,0.0,20,0.8,0.0,4.25,0.0,5.0,39.0,0.0,1.0
5,5,asymmetric,peer(K=1),peer,1,0.05,20,0.8,0.0,4.25,0.0,5.0,39.0,16.05,1.0
5,5,asymmetric,peer(K=1),peer,1,0.1,20,0.8,0.0,4.25,0.0,5.0,39.0,17.95,1.0
5,5,asymmetric,peer(K=16),peer,16,0.0,20,1.0,0.0,5.6,0.0,11.0,25.0,0.0,1.0
5,5,asymmetric,peer(K=16),peer,16,0.05,20,1.0,0.0,5.6,0.0,11.0,25.0,1.65,1.0
5,5,asymmetric,peer(K=16),peer,16,0.1,20,1.0,0.0,5.6,0.0,11.0,25.0,2.4,1.0
5,5,asymmetric,peer(K=2),peer,2,0.0,20,0.8,0.0,4.25,0.0,5.0,39.0,0.0,1.0
5,5,asymmetric,peer(K=2),peer,2,0.05,20,0.8,0.0,4.25,0.0,5.0,39.0,16.05,1.0
5,5,asymmetric,peer(K=2),peer,2,0.1,20,0.8,0.0,4.25,0.0,5.0,39.0,17.95,1.0
5,5,asymmetric,peer(K=4),peer,4,0.0,20,0.8,0.0,4.25,0.0,5.0,37.0,0.0,1.0
5,5,asymmetric,peer(K=4),peer,4,0.05,20,0.8,0.0,4.25,0.0,5.0,37.0,16.0,1.0
5,5,asymmetric,peer(K=4),peer,4,0.1,20,0.8,0.0,4.25,0.0,5.0,37.0,18.25,1.0
5,5,asymmetric,peer(K=8),peer,8,0.0,20,1.0,0.0,5.6,0.0,11.0,25.0,0.0,1.0
5,5,asymmetric,peer(K=8),peer,8,0.05,20,1.0,0.0,5.6,0.0,11.0,25.0,1.65,1.0
5,5,asymmetric,peer(K=8),peer,8,0.1,20,1.0,0.0,5.6,0.0,11.0,25.0,2.4,1.0
5,5,asymmetric,shared,shared,-1,0.0,20,1.0,0.0,9.2,0.0,29.0,39.0,0.0,1.0
5,5,asymmetric,shared,shared,-1,0.05,20,1.0,0.0,9.2,0.0,29.0,39.0,2.45,1.0
5,5,asymmetric,shared,shared,-1,0.1,20,1.0,0.0,9.2,0.0,29.0,39.0,4.6,1.0
5,5,random,centralized,centralized,-1,0.0,20,0.65,0.15727950313140984,7.658333333333334,2.7062441334701353,12.7,49.3,0.0,1.0
5,5,random,centralized,centralized,-1,0.05,20,0.65,0.15727950313140984,7.658333333333333,2.7062441334701357,12.7,49.3,8.65,1.0
5,5,random,centralized,centralized,-1,0.1,20,0.65,0.1572795031314099,7.658333333333333,2.706244133470135,12.7,49.3,18.0,1.0
5,5,random,independent,independent,-1,0.0,20,0.6900000000000001,0.13726654823065196,11.3875,6.489435578138287,22.95,65.75,0.0,1.0
5,5,random,independent,independent,-1,0.05,20,0.6900000000000001,0.13726654823065196,11.3875,6.489435578138289,22.95,65.75,12.05,1.0
5,5,random,independent,independent,-1,0.1,20,0.6900000000000001,0.13726654823065193,11.3875,6.489435578138289,22.95,65.75,12.85,1.0
5,5,random,peer(K=1),peer,1,0.0,20,0.65,0.1701392618446802,7.906666666666666,2.994626767008572,14.05,44.65,0.0,1.0
5,5,random,peer(K=1),peer,1,0.05,20,0.64,0.16670175069329815,7.581666666666666,2.817353803862829,12.8,43.75,8.6,1.0
5,5,random,peer(K=1),peer,1,0.1,20,0.64,0.16670175069329815,7.581666666666666,2.817353803862829,12.8,43.75,28.1,1.0
5,5,random,peer(K=16),peer,16,0.0,20,0.65,0.17013926184468012,9.931666666666667,6.597522794014725,20.25,60.75,0.0,1.0
5,5,random,peer(K=16),peer,16,0.05,20,0.65,0.17013926184468017,9.931666666666667,6.597522794014725,20.25,60.75,13.35,1.0
5,5,random,peer(K=16),peer,16,0.1,20,0.65,0.17013926184468017,9.931666666666667,6.597522794014725,20.25,60.75,12.7,1.0
5,5,random,peer(K=2),peer,2,0.0,20,0.6599999999999999,0.16026294183720638,8.436666666666666,3.3826768873152235,15.75,45.35,0.0,1.0
5,5,random,peer(K=2),peer,2,0.05,20,0.65,0.15727950313140984,8.111666666666668,3.2825032346336105,14.5,44.45,2.9,1.0
5,5,random,peer(K=2),peer,2,0.1,20,0.65,0.15727950313140984,8.111666666666668,3.282503234633611,14.5,44.45,33.9,1.0
5,5,random,peer(K=4),peer,4,0.0,20,0.7100000000000001,0.17740824166460342,7.738333333333332,2.1933585291572597,12.95,45.7,0.0,1.0
5,5,random,peer(K=4),peer,4,0.05,20,0.7100000000000001,0.1774082416646034,7.738333333333332,2.1933585291572606,12.95,45.7,8.3,1.0
5,5,random,peer(K=4),peer,4,0.1,20,0.7100000000000001,0.17740824166460342,7.738333333333332,2.1933585291572606,12.95,45.7,40.0,1.0
5,5,random,peer(K=8),peer,8,0.0,20,0.65,0.15727950313140984,8.915000000000001,4.7322055117934125,18.0,53.05,0.0,1.0
5,5,random,peer(K=8),peer,8,0.05,20,0.65,0.15727950313140984,8.915000000000001,4.732205511793413,18.0,53.05,13.7,1.0
5,5,random,peer(K=8),peer,8,0.1,20,0.65,0.15727950313140981,8.915000000000001,4.732205511793412,18.0,53.05,17.15,1.0
5,5,random,shared,shared,-1,0.0,20,0.79,0.2381949665825522,11.266666666666666,7.30812053341994,25.35,57.05,0.0,1.0
5,5,random,shared,shared,-1,0.05,20,0.79,0.2381949665825522,11.266666666666666,7.308120533419939,25.35,57.05,3.45,1.0
5,5,random,shared,shared,-1,0.1,20,0.79,0.2381949665825522,11.266666666666666,7.30812053341994,25.35,57.05,24.2,1.0
5,5,symmetric,centralized,centralized,-1,0.0,20,0.8,0.0,6.25,0.0,8.0,29.0,0.0,1.0
5,5,symmetric,centralized,centralized,-1,0.05,20,0.8,0.0,6.25,0.0,8.0,29.0,12.75,1.0
5,5,symmetric,centralized,centralized,-1,0.1,20,0.8,0.0,6.25,0.0,8.0,29.0,20.6,1.0
5,5,symmetric,independent,independent,-1,0.0,20,0.6,0.0,5.666666666666667,0.0,6.0,51.0,0.0,1.0
5,5,symmetric,independent,independent,-1,0.05,20,0.6,0.0,5.666666666666667,0.0,6.0,51.0,17.95,1.0
5,5,symmetric,independent,independent,-1,0.1,20,0.6,0.0,5.666666666666667,0.0,6.0,51.0,26.35,1.0
5,5,symmetric,peer(K=1),peer,1,0.0,20,0.8,0.0,6.25,0.0,8.0,29.0,0.0,1.0
5,5,symmetric,peer(K=1),peer,1,0.05,20,0.8,0.0,6.25,0.0,8.0,29.0,12.75,1.0
5,5,symmetric,peer(K=1),peer,1,0.1,20,0.8,0.0,6.25,0.0,8.0,29.0,20.6,1.0
5,5,symmetric,peer(K=16),peer,16,0.0,20,0.8,0.0,14.25,0.0,40.0,69.0,0.0,1.0
5,5,symmetric,peer(K=16),peer,16,0.05,20,0.8,0.0,14.25,0.0,40.0,69.0,14.0,1.0
5,5,symmetric,peer(K=16),peer,16,0.1,20,0.8,0.0,14.25,0.0,40.0,69.0,23.05,1.0
5,5,symmetric,peer(K=2),peer,2,0.0,20,0.8,0.0,6.25,0.0,8.0,29.0,0.0,1.0
5,5,symmetric,peer(K=2),peer,2,0.05,20,0.8,0.0,6.25,0.0,8.0,29.0,12.75,1.0
5,5,symmetric,peer(K=2),peer,2,0.1,20,0.8,0.0,6.25,0.0,8.0,29.0,20.6,1.0
5,5,symmetric,peer(K=4),peer,4,0.0,20,0.6,0.0,7.333333333333333,0.0,11.0,38.0,0.0,1.0
5,5,symmetric,peer(K=4),peer,4,0.05,20,0.6,0.0,7.333333333333333,0.0,11.0,38.0,13.75,1.0
5,5,symmetric,peer(K=4),peer,4,0.1,20,0.6,0.0,7.333333333333333,0.0,11.0,38.0,43.1,1.0
5,5,symmetric,peer(K=8),peer,8,0.0,20,0.6,0.0,5.666666666666667,0.0,6.0,36.0,0.0,1.0
5,5,symmetric,peer(K=8),peer,8,0.05,20,0.6,0.0,5.666666666666667,0.0,6.0,36.0,7.95,1.0
5,5,symmetric,peer(K=8),peer,8,0.1,20,0.6,0.0,5.666666666666667,0.0,6.0,36.0,31.85,1.0
5,5,symmetric,shared,shared,-1,0.0,20,0.8,0.0,6.25,0.0,8.0,29.0,0.0,1.0
5,5,symmetric,shared,shared,-1,0.05,20,0.8,0.0,6.25,0.0,8.0,29.0,12.75,1.0
5,5,symmetric,shared,shared,-1,0.1,20,0.8,0.0,6.25,0.0,8.0,29.0,20.6,1.0
8,2,asymmetric,centralized,centralized,-1,0.0,20,0.25,0.0,4.0,0.0,4.0,160.0,0.0,4.0
8,2,asymmetric,centralized,centralized,-1,0.05,20,0.25,0.0,4.0,0.0,4.0,160.0,33.1,4.0
8,2,asymmetric,centralized,centralized,-1,0.1,20,0.25,0.0,4.0,0.0,4.0,160.0,61.45,4.0
8,2,asymmetric,independent,independent,-1,0.0,20,0.25,0.0,4.0,0.0,4.0,292.0,0.0,4.0
8,2,asymmetric,independent,independent,-1,0.05,20,0.25,0.0,4.0,0.0,4.0,292.0,32.85,4.0
8,2,asymmetric,independent,independent,-1,0.1,20,0.25,0.0,4.0,0.0,4.0,292.0,82.8,4.0
8,2,asymmetric,peer(K=1),peer,1,0.0,20,0.25,0.0,4.0,0.0,4.0,145.0,0.0,4.0
8,2,asymmetric,peer(K=1),peer,1,0.05,20,0.25,0.0,4.0,0.0,4.0,145.0,38.2,4.0
8,2,asymmetric,peer(K=1),peer,1,0.1,20,0.25,0.0,4.0,0.0,4.0,145.0,43.35,4.0
8,2,asymmetric,peer(K=16),peer,16,0.0,20,0.25,0.0,4.0,0.0,4.0,255.0,0.0,4.0
8,2,asymmetric,peer(K=16),peer,16,0.05,20,0.25,0.0,4.0,0.0,4.0,255.0,28.1,4.0
8,2,asymmetric,peer(K=16),peer,16,0.1,20,0.25,0.0,4.0,0.0,4.0,255.0,73.45,4.0
8,2,asymmetric,peer(K=2),peer,2,0.0,20,0.25,0.0,4.0,0.0,4.0,145.0,0.0,4.0
8,2,asymmetric,peer(K=2),peer,2,0.05,20,0.25,0.0,4.0,0.0,4.0,145.0,38.2,4.0
8,2,asymmetric,peer(K=2),peer,2,0.1,20,0.25,0.0,4.0,0.0,4.0,145.0,43.35,4.0
8,2,asymmetric,peer(K=4),peer,4,0.0,20,0.25,0.0,4.0,0.0,4.0,143.0,0.0,4.0
8,2,asymmetric,peer(K=4),peer,4,0.05,20,0.25,0.0,4.0,0.0,4.0,143.0,24.8,4.0
8,2,asymmetric,peer(K=4),peer,4,0.1,20,0.25,0.0,4.0,0.0,4.0,143.0,40.35,4.0
8,2,asymmetric,peer(K=8),peer,8,0.0,20,0.25,0.0,4.0,0.0,4.0,255.0,0.0,4.0
8,2,asymmetric,peer(K=8),peer,8,0.05,20,0.25,0.0,4.0,0.0,4.0,255.0,28.1,4.0
8,2,asymmetric,peer(K=8),peer,8,0.1,20,0.25,0.0,4.0,0.0,4.0,255.0,73.45,4.0
8,2,asymmetric,shared,shared,-1,0.0,20,0.25,0.0,4.0,0.0,4.0,145.0,0.0,4.0
8,2,asymmetric,shared,shared,-1,0.05,20,0.25,0.0,4.0,0.0,4.0,145.0,38.1,4.0
8,2,asymmetric,shared,shared,-1,0.1,20,0.25,0.0,4.0,0.0,4.0,145.0,54.45,4.0
8,2,random,centralized,centralized,-1,0.0,20,0.23125,0.04579344356656541,4.825,0.6742442162583935,5.5,181.65,0.0,4.0
8,2,random,centralized,centralized,-1,0.05,20,0.23125,0.04579344356656541,4.825,0.6742442162583933,5.5,181.65,23.7,4.0
8,2,random,centralized,centralized,-1,0.1,20,0.23125,0.04579344356656541,4.825,0.6742442162583933,5.5,181.65,61.35,4.0
8,2,random,independent,independent,-1,0.0,20,0.2375,0.03847418820319328,5.725,2.984499429067672,7.3,248.75,0.0,4.0
8,2,random,independent,independent,-1,0.05,20,0.2375,0.03847418820319329,5.725,2.984499429067672,7.3,248.75,38.8,4.0
8,2,random,independent,independent,-1,0.1,20,0.2375,0.03847418820319328,5.725,2.984499429067672,7.3,248.75,70.75,4.0
8,2,random,peer(K=1),peer,1,0.0,20,0.23125,0.04579344356656541,4.85,0.6901563514694945,5.55,193.6,0.0,4.0
8,2,random,peer(K=1),peer,1,0.05,20,0.23125,0.04579344356656541,4.85,0.6901563514694943,5.55,193.6,26.05,4.0
8,2,random,peer(K=1),peer,1,0.1,20,0.23125,0.04579344356656541,4.85,0.6901563514694944,5.55,193.6,63.2,4.0
8,2,random,peer(K=16),peer,16,0.0,20,0.2375,0.03847418820319328,5.725,2.984499429067672,7.3,229.4,0.0,4.0
8,2,random,peer(K=16),peer,16,0.05,20,0.2375,0.038474188203193274,5.725,2.984499429067673,7.3,229.4,42.8,4.0
8,2,random,peer(K=16),peer,16,0.1,20,0.2375,0.038474188203193274,5.725,2.9844994290676725,7.3,229.4,73.0,4.0
8,2,random,peer(K=2),peer,2,0.0,20,0.23125,0.04579344356656541,4.825,0.6742442162583933,5.5,191.15,0.0,4.0
8,2,random,peer(K=2),peer,2,0.05,20,0.23125,0.04579344356656541,4.825,0.6742442162583931,5.5,191.15,36.85,4.0
8,2,random,peer(K=2),peer,2,0.1,20,0.23125,0.045793443566565416,4.825,0.6742442162583931,5.5,191.15,60.75,4.0
8,2,random,peer(K=4),peer,4,0.0,20,0.2375,0.03847418820319329,5.65,2.9695826394683107,7.15,216.6,0.0,4.0
8,2,random,peer(K=4),peer,4,0.05,20,0.2375,0.03847418820319329,5.65,2.9695826394683107,7.15,216.6,46.15,4.0
8,2,random,peer(K=4),peer,4,0.1,20,0.2375,0.03847418820319328,5.65,2.9695826394683107,7.15,221.55,71.1,4.0
8,2,random,peer(K=8),peer,8,0.0,20,0.2375,0.03847418820319328,5.775,3.0152027076833576,7.4,221.5,0.0,4.0
8,2,random,peer(K=8),peer,8,0.05,20,0.2375,0.03847418820319329,5.775,3.0152027076833576,7.4,221.5,42.5,4.0
8,2,random,peer(K=8),peer,8,0.1,20,0.2375,0.03847418820319329,5.775,3.0152027076833576,7.4,221.5,73.75,4.0
8,2,random,shared,shared,-1,0.0,20,0.23125,0.04579344356656541,4.825,0.6742442162583934,5.5,250.85,0.0,4.0
8,2,random,shared,shared,-1,0.05,20,0.23125,0.04579344356656541,4.825,0.6742442162583935,5.5,250.85,21.45,4.0
8,2,random,shared,shared,-1,0.1,20,0.23125,0.04579344356656541,4.825,0.674244216258393,5.5,250.85,74.2,4.0
8,2,symmetric,centralized,centralized,-1,0.0,20,0.25,0.0,5.5,0.0,6.0,343.0,0.0,4.0
8,2,symmetric,centralized,centralized,-1,0.05,20,0.25,0.0,5.5,0.0,6.0,343.0,44.95,4.0
8,2,symmetric,centralized,centralized,-1,0.1,20,0.25,0.0,5.5,0.0,6.0,343.0,64.85,4.0
8,2,symmetric,independent,independent,-1,0.0,20,0.25,0.0,5.5,0.0,6.0,162.0,0.0,4.0
8,2,symmetric,independent,independent,-1,0.05,20,0.25,0.0,5.5,0.0,6.0,162.0,23.75,4.0
8,2,symmetric,independent,independent,-1,0.1,20,0.25,0.0,5.5,0.0,6.0,162.0,55.8,4.0
8,2,symmetric,peer(K=1),peer,1,0.0,20,0.25,0.0,5.5,0.0,6.0,320.0,0.0,4.0
8,2,symmetric,peer(K=1),peer,1,0.05,20,0.25,0.0,5.5,0.0,6.0,320.0,40.4,4.0
8,2,symmetric,peer(K=1),peer,1,0.1,20,0.25,0.0,5.5,0.0,6.0,320.0,72.2,4.0
8,2,symmetric,peer(K=16),peer,16,0.0,20,0.25,0.0,5.5,0.0,6.0,176.0,0.0,4.0
